smile,flavor
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet
C(C1C(C(C(C(O1)O)[As])O)O)O,sweet
C1OP(=O)(O1)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.[Tc],sweet
C(C(C(C(C(CO)O)O)O)O)O.[Sn],sweet
C(C(C(C(C(C=O)OF)OF)O)O)O,sweet
C(C1C(C(C(O1)(CO)OC2C(C(C(C(O2)CO[Al])O)O)O)O)O)O,sweet
C(C(C(C(C(CO)O)O)O)O)O.[Na],sweet
C(C(C(C(C(=O)CO)O)O)O)O.N,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(OP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet
C(C1C(C(C(C(O1)OC(C(C(C(C(CO)O)O)O)O)(O)O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.[Na].[Na],sweet
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCC(C(C(=O)NC(CC2=CC=CC=C2)C(=O)OC)NC=O)C(=O)O)C)C,sweet
C(C1C(C(C(C(O1)O)O)O)O)O.[Bi],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP)OP(=O)(O)O)O,sweet
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)OO)O)O,sweet
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)OP(=O)(O)O)N=C(N=C2N)F,sweet
[B](O)OCC(C(C(C(C=O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.C(OP(=O)(O)O)OP(=O)(O)OOP(=O)(O)O,sweet
C(C(C(C(C(CO)O)O)O)O)O.[Ca],sweet
C(C(CO)O)C(C(C=O)O)O[As],sweet
C(C1C(C(C(C(O1)O)O)O)O)O.S([Se])[Se],sweet
C(C1C(C(C(C(O1)OC2(C(C(C(O2)C(CO)O)O)O)O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.[Cr],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.[Cr],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.[O-]P(=O)([O-])[O-].[Cr+3],sweet
COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(OCCCNCCCCN)OP(=O)(O)O)O)O,sweet
CC1=CC(=O)NS(=O)(=O)O1.COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N.[K],sweet
C(C(C(C(C(=O)CO)O)(O)F)O)O,sweet
C(C(C(C(C(=O)CO)O)OF)O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Na].[K],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.[K],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.OP(=O)(O)OP(=O)(O)[O-].[K+],sweet
C(COOCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.Cl,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO[P+](=O)OCO[P+](=O)O)O)O,sweet
COC1C(C(C(C(O1)CO)OC2C(C(C(O2)CCOS)O)O)O)O,sweet
C=O.C(C(C(C(C(C=O)O)O)O)O)O,sweet
C1=CC=C2C(=C1)C(=O)NS2(=O)=O.C(=N)=O,sweet
C1C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O,sweet
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)C(O)(O)O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)OO,sweet
C(C(C(C(C(C=O)OS)O)O)O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Mg],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)(O)P(=O)(O)O,sweet
C(C(C(C(C(CO)O)O)O)O)O.[Ar],sweet
[B](O)OC(C=O)C(C(C(CO)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.OP(=S)(O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Fe],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)SP(=O)(O)O)O)O,sweet
C(C(C(C(C(=O)CO)O)O)O)O.S,sweet
C(C(C(C(C(C=O)OI)OI)O)O)O,sweet
CP(=O)(O)O.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,sweet
C(C(C(C(C(C=O)O)O)O)(O)O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Au],sweet
C(C(C(C(C(C=[O+][O-])O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.OP(=O)(O)OP(=O)(O)O,sweet
C(C(C(C(C(CO)O)O)O)O)O.Br,sweet
C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O.OP(=O)(O)O,sweet
C(C(C(C(C(=O)C(O)F)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N(C=N2)C3C(C(C(O3)COC(=P(=O)O)P(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N(C=N2)C3C(C(C(O3)COP(=O)(CP(=O)(O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)OP(=O)(NP(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)(O)OS(=O)(=O)O)O,sweet
C(C1C(C(C(O1)(CO)OC2(C(C(C(C(O2)CO)O)O)O)O)O)O)O,sweet
C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Ag],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COOO)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COOO)O)O.O,sweet
C(C(CO)O)O.C(C(C(CO)O)O)O,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC(=O)C(C(C(C(C(=O)O)O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC(=O)C(C(C(C(C(CO)O)O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC(=O)C(C(C(C(C=O)O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC(=O)C(C(C(C(CO)O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC(=O)CC(C(C(=O)O)O)(C(=O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
C1=NC2=C(C(=N1)N)N=C(N2C3(C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N)CCCCN,sweet
C1=NC2=C(C(=N1)N)N=C(N2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NCCCCN,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.C(C(C(CO)O)O)O,sweet
CC1=CC(=O)NS(=O)(=O)O1.CC(C)(C)CCNC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)OC.[K],sweet
C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O.[Pb],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.OP(=O)(O)O,sweet
C(C(C(C(C(C(O)[Pb])O)O)O)O)O,sweet
C(C(C(C(C(CO)O)O)O)O)O.[Pb],sweet
C(C(C(C(C(=O)CO)O)O)O)O.[Pb],sweet
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.[Pb],sweet
CSP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,sweet
C1=CC=C(C=C1)C=CC2=CC=C(C=C2)N=NC(=NNC3=CC=CC=C3)C4=CC=CC=C4,sweet
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCC(C(C(=O)NC(CC2=CC=CC=C2)C(=O)OC)N)C(=O)O)C)C,sweet
C1C(C(C(C(O1)OC2(C(C(C(C(O2)CO)O)O)O)O)O)O)O,sweet
C1=CC=C(C=C1)CC(C(=O)O)N(C#N)C(=O)C(CC(=O)O)N,sweet
C(C(C(C(C(C=O)O)(O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)P(=O)(N[P+](=O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.C(OP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CON=[N+]=[N-])OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.OP(=O)(O)O.OP(=O)(O)[Se],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.C(COP(=O)(O)O)N,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(N(P(=O)(O)O)P(=O)(O)O)O)O)O,sweet
COC1=C(C=C(C=C1)[N+](=O)[O-])[NH-],sweet
CCCCCOC1=CC=C(C=C1)N(C(=O)N)S,sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Ca],sweet
C(CC(CO)O)CO.O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.[Pb],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)O)O)O.[Na+].[K+],sweet
C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O.OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)C(O)P(=O)(O)O)(O)P(=O)(O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[K],sweet
C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O.P.[Ca],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO[P+](=O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[K].[K],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.OP(=O)(O)O.OP(=O)(O)O,sweet
C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,sweet
C(C1C(C(C(O1)(CO)OC2C(C(C(C(O2)CO[Pb])O)O)O)O)O)O,sweet
C(C1C(C(C(O1)(CO)OC2C(C(C(C(O2)CO[Pb])O)O)O)O)O)O.[Fe],sweet
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.[Fe].[Pb],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)O)O.[K+],sweet
[H-].C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[K+],sweet
C(C(C(C(C(CO)O)O)O)O)O.[Fe],sweet
C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Fe+2],sweet
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.[Pb],sweet
C(C(C(C(C(C=O)O)O)O)O)OCl,sweet
C(CO)O.C(C(CO)O)C(CO)O,sweet
C(C1C(C(C(C(O1)O)OO)O)O)OO,sweet
C(C(C(C(C(=O)CO)O)O)O)O.[Ti],sweet
C(C(C(C(C(CO)O)O)O)O)O.[Zr],sweet
C(C(C(C(C(=O)CO)O)O)O)O.[Zr],sweet
C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)ON)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO[Se](=O)(=O)OP(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO[Se](=O)P(=O)=O)(O)P(=O)(O)O)O,sweet
C1C(O1)COCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O,sweet
C1=CC=C(C=C1)C2=NN(N([NH2+]2)C3=CC=CC=C3)C4=CC=CC=C4.[F-],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.OP(=O)(O)OP(=O)(O)[O-].[Na+],sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Ba],sweet
C(C(C(C(C(C=O)O)O)O)O)OI,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet
CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)OC6(C(C(C(O6)CO)O)O)CO)OC7C(C(C(C(O7)CO)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O,sweet
COOC1=C(OC2=CC(=CC(=C2C1=O)OC3C(C(C(C(O3)CO)O)O)O)O)C4=CC(=C(C=C4)O)O,sweet
C(C1C(C(C(O1)(CO)OC2C(C(C(C(O2)COO)O)O)O)O)O)O.[Al],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O.[Mn+3],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.[Mn],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.OP(=O)(O)OP(=O)([O-])[O-].[Mn+2],sweet
C(CO)C(=O)C(C(C(CO)O)O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Tc],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCCO)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCCCCN)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCCCN)O)O,sweet
CCCOP(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)OP(=O)(O)OP(=O)(O)OC,sweet
C#CCOP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCCCCO)O)O,sweet
CC(C)(C)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,sweet
CCCC(CC)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCCCO)O)O,sweet
C(C(C(C(C(=O)CO)O)O)O)O.Cl.[Fe],sweet
C(C(C(C(C([CH-]O)O)O)O)O)O.[Fe],sweet
C(C(C(C(CO)O)O)O)O.[Fe],sweet
C(C(C(C(CO)O)O)O)O.O.[Fe],sweet
C(C(C(C(CO)O)O)O)O.O.[Cr],sweet
C(C(C(C(C(C=O)OO)O)O)O)O,sweet
C(C(C(C(C(C=O)O)O)(O)F)O)O,sweet
[B]1OP(=O)(OP(=O)(OP(=O)(O1)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O)O)O,sweet
CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)C(O)P(=O)(O)OP(=O)(O)O)O)O,sweet
CN(CC1CO1)P(=O)(O)OCC2C(CC(O2)N3C=NC4=C3N=CN=C4N)O,sweet
CC(N)O.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,sweet
CC(N)O.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,sweet
CC(N(C)C)O.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,sweet
CCCCN(C(C)O)C(C)O.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,sweet
CCCCN(C(C)O)C(C)O.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,sweet
COOC(C(C=O)O)C(C(CO)O)O,sweet
CC(N(C)C)O.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,sweet
COOC1C(C(OC(C1O)O)CO)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.P,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.OP(=O)O,sweet
C(C(C(C(C(=O)CO)O)O)O)O.[K],sweet
C(C1C(C(C(C(O1)(O)[Se])O)O)O)O,sweet
C(C(C(C(C(=O)CO)O)O)O)O.O.O,sweet
C.C(C(C(C(C(=O)CO)O)O)O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)OBr,sweet
C(CO)C(CO)O.O,sweet
C(C1C(C(C(C(O1)(O)OC2C(C(C(O2)C(CO)O)O)O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet
[H+].C(C(C(C(C(=O)CO)O)O)O)O,sweet
C(C(C(C(C(C=O)OI)O)O)O)O,sweet
CCOCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O,sweet
COC1=NC2=C(C(=N1)N)N=CN2C3CC(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,sweet
C(C1C(C(C(O1)(CO)OC2C(C(C(C(O2)COOCC(CO)O)O)O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O.[Cu],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[Cu],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[Zn],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[Mn],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)C(O)P(=O)(O)OP(=O)(O)O)OP(=O)(O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)C(O)P(=O)(O)OP(=O)(O)O)O)OP(=O)(O)O,sweet
COOC1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O,sweet
C.C(C(C(C(C(C=O)O)O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3(C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)P(=O)(O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3(C(C(C(O3)CO)O)O)P(=O)(O)O.OP(=O)(O)OP(=O)(O)O,sweet
C1=NC2=C(N1C3C(C(C(O3)COP(=O)(C(P(=O)(O)O)P(=O)(O)O)O)O)O)N=C(N=C2N)Cl,sweet
C1=NC2=C(C(=N1)N)N=C(N2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,sweet
C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)C(O)(O)O)O)O)O)O,sweet
CSP(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)OP(=O)(O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.C(C(CO)(CO)N)O,sweet
C1COC(O1)C2(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO[P+](=O)OP(=O)(O)OP(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[Mg].[Mg],sweet
C(C(C(C(C(=O)CO)O)O)O)O.[Fe],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COSP(=O)(O)OP(=O)(O)O)O)O,sweet
C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Pb],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O.C(N)P(=O)(O)O,sweet
C(C(C(C(C(C=O)O)O)O)O)O.[Pb],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O.[Sn],sweet
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)[SnH3],sweet
C1=NC2=C(C(=N1)N)N=CN2C3(C(C(C(O3)COP(=O)(O)O)O)O)P(=O)(O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[Na],sweet
C(C1C(C(C(O1)(CO)OC2C(C(C(C(O2)COO)O)O)O)O)O)O.[Fe],sweet
CO.C(C(C(C(C(C=O)O)O)O)O)O,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.[K].[K],sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[Na].[Na],sweet
C.C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,sweet
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F.[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Mg+2].[Mg+2].[Mg+2],sweet
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F.[O-]P(=O)([O-])[O-],sweet
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F.OP(=O)([O-])[O-].[K+].[K+],sweet
C(C(C(C(C(=O)CO)O)O)O)O.[OH-].[OH-].[Ca+2],sweet
COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N.[O-]S(=O)(=O)[O-],sweet
CC(C)C(=O)NC(CC(=O)O)(C(=O)NC(CC1=CC=CC=C1)C(=O)OC)N,sweet
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O.CC(=C)[O-],sweet
C1CCC(CC1)NS(=O)(=O)O.[Cl-],sweet
CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)O)(C)C(=O)OC6C(C(C(C(O6)CO)O)O)O.O,sweet
C(C(C(C(CO)O)O)O)O.[Cr],sweet
C(C(C(C(CO)O)O)O)O.[Ga],sweet
C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Pd],sweet
CCC(O)OC1C(C(C(C(O1)CO)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O.[Cr],sweet
C1C(OC(C1O)N2C=NC3=C2N=CN=C3N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-],sweet
[B]P(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)OC)O)OP(=O)(O)OP(=O)(O)O,sweet
COC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O.[Au],sweet
C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)[O-])OP(=O)(O1)O.[Na+],sweet
